Santa Monica College - Grade Distribution Spring 2014,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
,,,,2705,SAVAGE T L,5,15,6,4,3,,,,2,35,
,,,,2706,MOVIUS L,16,9,4,1,,,,,,30,
,,,,2707,DICKINSON L M,15,16,6,3,1,,,,2,43,
,,,,2708,BREWINGTON R H,12,12,3,4,,1,,,4,36,
,,,,2709,SAVAGE T L,8,17,7,1,,,,,1,34,
,,,,2710,MOVIUS L,15,8,1,1,5,,,,,30,
,,,,2711,MITCHELL S V,7,5,8,4,2,,,,2,28,
,,,,2712,BREWER S L,12,8,2,4,1,,,,5,32,
,,,,2713,DICKINSON L M,12,12,8,3,5,,,,5,45,
,,,,2714,BREWER S L,19,6,1,,,,,,1,27,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 12 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Communicatio,MEDIA,MEDIA,1,2715,RAZ J G,18,11,6,2,,,,1,,38,
,,,,2716,CHARLES H E,19,8,5,6,1,,,,2,41,
,,,,2717,BREWER S L,29,2,1,,,,,,2,34,
,,,,2718,BREWER S L,25,4,3,,,,,,,32,
,,,,2719,MOVIUS L,19,4,5,2,,,,,3,33,
,,,,3341,MOVIUS L,15,4,3,2,,,,,,24,
,,,,4347,RAZ J G,16,9,4,2,,,,,4,35,
,,,,4348,COLEMAN D,6,12,5,1,3,,,1,9,37,
,,,,4349,RAZ J G,15,9,4,2,1,,,,5,36,
,,,,4350,SIMMONS R D,10,13,6,4,1,,,,2,36,
,,,,4351,SIMMONS R D,12,4,8,5,2,,,,7,38,
,,MEDIA,2,2720,SCHOFIELD J E,12,5,1,4,2,,,,10,34,
,,MEDIA,10,2721,MOVIUS L,13,8,8,2,4,,,,4,39,
,,,,2722,GOUGIS M J,22,8,1,2,,,,,2,35,
,,,,2723,GOUGIS M J,25,8,5,1,1,,,,,40,
,,,,2724,MOVIUS L,20,12,3,1,1,,,2,1,40,
,,,,2725,GOUGIS M J,22,7,7,1,2,,,,,39,
,,,,2726,HORWITZ J T,17,5,,,,,,,,22,
,,,,2727,SCHOFIELD J E,33,11,2,1,,,,,1,48,
,,,,2728,SCHOFIELD J E,35,9,1,3,,,,2,2,52,
,,,,2729,BREWER S L,16,7,3,2,,,,,1,29,
,,,,2730,COLEMAN D,19,13,1,3,,,,,1,37,
,,,,2731,GIGGANS J H,19,17,12,1,,,,,7,56,
,,,,2732,CHARLES H E,16,10,6,10,,,1,,4,47,
,,,,2733,GOLDSTEIN MARTIN M,28,5,2,3,2,,,,1,41,
,,,,2734,PERNISCO N,7,13,3,2,,,,,8,33,
,,,,2735,OBSATZ S B,27,6,4,,,,,,2,39,
,,,,2736,OBSATZ S B,38,3,,1,,,,,,42,
,,,,3344,PERNISCO N,6,4,1,1,,,,,4,16,
,,,,4352,SHAW R D,13,6,6,,,2,,,4,31,
,,,,4353,GOLDSTEIN MARTIN M,17,8,3,2,1,,,,2,33,
,,,,4354,SHARMA SU,5,9,12,3,5,,,,4,38,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 13 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Communicatio,MEDIA,MEDIA,10,4355,GOLDSTEIN MARTIN M,21,4,4,11,3,,,,1,44,
,,,,4356,DICKINSON L M,10,3,5,4,3,2,1,1,8,37,
,,MEDIA,11,2737,SHAW R D,16,6,,,,,,,8,30,
,,,,4357,BEATON J L,11,7,2,1,4,,,,4,29,
,,MEDIA,12,2738,GIGGANS J H,7,4,7,1,3,,,,9,31,
,,MEDIA,13,2739,BREWINGTON R H,16,5,1,2,,,,,7,31,
,,,,4358,BREWINGTON R H,15,7,2,1,1,,,,5,31,
,,MEDIA,14,4359,GIGGANS J H,9,1,6,,,,,,2,18,
,,MEDIA,17,4360,CARLUCCI M A,10,4,3,2,,4,,,10,33,
,,MEDIA,18,4361,ADELMAN A,3,6,2,,2,,,2,3,18,
,,MEDIA,19,2740,BEATON J L,7,5,1,,,,,,6,19,
,,MEDIA,20,3257,CAPTOR R,8,10,2,1,,1,,,3,25,
,,MEDIA,46,2741,FETZER G C,13,2,1,1,1,,,,9,27,
,,MEDIA,48,2742,SHAW R D,7,4,,,,,,,4,15,
,,MEDIA,88A,2743,GRASS HEMMERT N L,2,,,,1,,,,,3,
,,MEDIA,88B,2744,GRASS HEMMERT N L,,,,,,,,,1,1,
,,MEDIA,90B,3276,BARTESAGHI S,,,,,,,,6,,6,
,,,,3366,GRASS HEMMERT N L,,,,,,,,2,,2,
,PHOTO,PHOTO,13,2981,BURKHART G J,4,1,1,2,4,,,,6,18,
,,PHOTO,14,2982,BURKHART G J,2,1,3,1,,,,,4,11,
Cosmetology,COSM,COSM,10,1478,VAUGHN C L,13,8,4,3,,,,,6,34,
,,,,1479,VAUGHN C L,15,13,1,,,,,,8,37,
,,COSM,11A,1480,LEDONNE H,1,11,8,1,3,,,,5,29,
,,,,1481,LEDONNE H,1,3,5,2,2,,,,10,23,
,,COSM,11B,1482,PERRET D M,9,8,2,3,6,,,,,28,
,,,,1483,PERRET D M,3,8,,2,3,,,,2,18,
,,COSM,11C,1484,ASSADI J,4,9,10,,2,,,,4,29,
,,,,1485,ASSADI J,3,4,4,3,1,,,,7,22,
,,COSM,11D,1486,MOISAN A V,27,3,,,,,,,2,32,
,,,,1487,MOISAN A V,15,1,,,1,,,,4,21,
,,COSM,14A,1488,YOUNG C P,2,14,6,2,2,,,,5,31,
,,,,1489,YOUNG C P,4,4,6,,,,,,4,18,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 14 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Cosmetology,COSM,COSM,14B,1490,YOUNG C P,8,9,5,5,4,,,,4,35,
,,,,1491,YOUNG C P,3,5,4,,,,,,4,16,
,,COSM,16,1492,MOISAN A V,15,1,,,,,,,11,27,
,,,,1493,MOISAN A V,15,1,,,3,,,,9,28,
,,COSM,18,1494,LIM J Y,18,3,3,,,,,,8,32,
,,,,1495,LIM J Y,13,5,1,,,,,,4,23,
,,COSM,20,1496,IJAMES S V,12,12,5,,1,,,,2,32,
,,,,1497,IJAMES S V,20,10,2,,1,,,,10,43,
,,COSM,21A,1498,MOISAN A V,12,1,,,2,,,,4,19,
,,,,1499,MOISAN A V,18,,,,1,,,,2,21,
,,COSM,21B,1500,FIGUEROA I M,5,5,2,5,,,,,8,25,
,,,,1501,FIGUEROA I M,4,1,4,,,,,,4,13,
,,COSM,21C,1502,PERRET D M,9,3,3,,,,,,3,18,
,,,,1503,PERRET D M,4,7,2,,,,,,2,15,
,,COSM,21D,1504,MOISAN A V,10,5,1,,2,,,,1,19,
,,,,1505,MOISAN A V,17,1,,,,,,,,18,
,,COSM,24,1506,WILLIAMS DONNIE,4,4,1,,2,,,,1,12,
,,,,3373,WILLIAMS DONNIE,2,,,,1,,,,1,4,
,,COSM,26,1508,FIGUEROA I M,6,3,5,1,,,,,5,20,
,,,,1509,FIGUEROA I M,,5,4,3,1,,,,7,20,
,,COSM,28A,1510,LEDONNE H,10,14,6,2,1,,,,2,35,
,,,,1511,LEDONNE H,6,8,6,2,5,,,,3,30,
,,COSM,28B,1512,LIM J Y,14,9,2,,,,,,1,26,
,,,,1513,LIM J Y,17,6,2,3,,,,,,28,
,,COSM,30,1515,IJAMES S V,20,4,2,,3,,,,,29,
,,,,1516,IJAMES S V,21,9,2,,1,,,,3,36,
,,COSM,31A,1517,ROGERS JR J,11,6,,,,,,,4,21,
,,,,1518,ROGERS JR J,5,,,,3,,,,3,11,
,,COSM,31B,1519,PERRET D M,3,8,3,2,1,,,,3,20,
,,,,1520,PERRET D M,11,8,,1,1,,,,1,22,
,,COSM,31C,1521,ASSADI J,7,6,,,1,,,,4,18,
,,,,1522,ASSADI J,4,6,6,1,,,,,3,20,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 15 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Cosmetology,COSM,COSM,36,1523,FELIX F,18,1,1,,,,,,,20,
,,,,1524,FELIX F,11,6,,,,,,,3,20,
,,COSM,38,1525,LIM J Y,16,8,2,,,,,,6,32,
,,,,1526,LIM J Y,9,8,2,,,,,,2,21,
,,COSM,40,1528,DICAMILLO N,3,9,2,,,,,,5,19,
,,,,1529,DICAMILLO N,16,5,3,4,,,,,1,29,
,,COSM,41B,1530,ASSADI J,3,8,2,1,,,,,2,16,
,,,,1531,ASSADI J,10,11,,1,,,,,,22,
,,COSM,42,1532,ROGERS JR J,9,1,2,1,,,,,6,19,
,,,,1533,ROGERS JR J,9,7,,3,,,,,5,24,
,,COSM,46,1534,NUNLEY R M,8,6,2,,,1,,,1,18,
,,,,1535,NUNLEY R M,6,3,1,1,,,,,3,14,
,,COSM,48,1536,KEPLER J M,11,2,6,2,,,,,3,24,
,,,,1537,KEPLER J M,16,6,2,1,1,,,,1,27,
,,COSM,48B,1538,LEDONNE H,4,13,,,,,,,4,21,
,,,,1539,LEDONNE H,9,16,4,1,,,,,4,34,
,,COSM,50A,1541,MOISAN A V,1,12,,10,,,,,1,24,
,,,,1542,MOISAN A V,6,7,,,,,,,1,14,
,,COSM,50B,1543,CEBALLOS B A,3,5,,2,,,,,2,12,
,,,,1544,CEBALLOS B A,4,7,,,,,,,5,16,
,,COSM,50C,1545,DICAMILLO N,13,6,,2,,,,,1,22,
,,,,1546,DICAMILLO N,6,3,,1,,,,,,10,
,,COSM,64,1548,LEDONNE H,10,13,1,4,4,,,,8,40,
,,,,1549,LEDONNE H,7,9,7,4,1,,,,8,36,
,,COSM,88A,1551,ROGERS JR J,,,,,,,,1,,1,
,,COSM,95A,3304,ROGERS JR J,,,,,,,2,39,7,48,
,,COSM,95B,3305,CEBALLOS B A,,,,,,,26,,5,31,
,,COSM,95C,3306,PERRET D M,,,,,,,30,,1,31,
,,COSM,95D,3307,FIGUEROA I M,,,,,,,21,,,21,
Counseling,COUNS,COUNS,1,1552,FINLEY S F,,,,,,,6,31,10,47,
,,,,1553,GONZALEZ B M,,,,,,,6,30,3,39,
,,COUNS,11,1554,HERNANDEZ MA,,,,,,,5,13,1,19,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 16 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Counseling,COUNS,COUNS,11,1555,DAHAN M,,,,,,,8,32,1,41,
,,,,1556,NUNAG A N,,,,,,,14,26,2,42,
,,,,1557,OCAMPO A C,,,,,,,11,24,,35,
,,,,1558,NGOV S R,,,,,,2,5,26,1,34,
,,,,1559,FINCH L A,,,,,,,3,37,3,43,
,,,,1560,FINLEY S F,,,,,,,35,,3,38,
,,,,1561,FINLEY S F,,,,,,,4,34,2,40,
,,,,1562,THOMPSON C,,,,,,,10,35,2,47,
,,,,1563,SIN E H,,,,,,,7,27,1,35,
,,COUNS,12,1564,GRUEN D L,20,8,1,1,,,,,6,36,
,,,,1565,GRUEN D L,13,4,4,1,7,,,1,2,32,
,,,,1566,NELLA M C,25,5,1,2,,,,1,5,39,
,,,,1567,NELLA M C,13,6,3,1,2,,,1,17,43,
,,,,1568,COHN‐SCHNEIDER R,23,,,1,,,,,4,28,
,,,,1569,COHN‐SCHNEIDER R,10,1,,8,,,,,3,22,
,,,,1570,GAUSMAN J M,26,5,,5,,,,,6,42,
,,,,1571,GAUSMAN J M,26,4,,6,,,,,3,39,
,,,,4099,MORRIS M R,11,2,4,4,,,,,4,25,
,,,,4100,MORRIS M R,11,4,6,3,,,,1,16,41,
,,COUNS,20,1574,GALINDO O A,5,5,1,2,4,,,,13,30,
,,,,1575,GALINDO O A,8,3,5,1,10,,,,9,36,
,,,,1576,JIMENEZ P W,9,4,,2,,,,,8,23,
,,,,1577,GALINDO O A,10,9,4,3,5,,,,8,39,
,,,,1578,GALINDO O A,15,2,6,4,,,,,8,35,
,,,,1579,VALLEJO O,9,5,4,2,2,,,,6,28,
,,,,1580,COOPER D J,3,11,5,2,1,,,,10,32,
,,,,1581,LEWIS M L,3,6,5,1,10,,,,7,32,
,,,,1582,LEWIS M L,5,3,3,6,,,,,10,27,
,,,,1583,GONZALEZ B M,1,2,7,2,2,,,,12,26,
,,,,1584,NUNEZ‐MASON R E,12,4,2,2,4,,,,9,33,
,,,,1585,PRADO R E,6,10,4,2,5,,,,7,34,
,,,,1586,VALENTINE D,7,3,3,6,,,,,17,36,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 17 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Counseling,COUNS,COUNS,20,1587,COOPER D J,11,11,2,1,,,,,3,28,
,,,,1588,TREJO A D,13,8,4,3,3,,,,3,34,
,,,,1589,FINCH L A,18,4,4,3,1,,,,10,40,
,,,,1590,DAHLENBURG T,13,8,4,2,,,,,3,30,
,,,,1591,AKINS RAVELING D,4,4,5,5,9,,,,9,36,
,,,,1592,VALENTINE D,12,4,,6,,,,1,10,33,
,,,,1593,COOPER D J,16,6,2,3,,1,,,6,34,
,,,,1594,LEWIS M L,2,3,6,3,8,,,,12,34,
,,,,1595,TREJO A D,8,11,,3,,,,,8,30,
,,,,1596,FINLEY S F,14,5,2,1,4,,,,6,32,
,,,,1597,HANSON N J,6,7,4,2,5,,,,4,28,
,,,,1598,HACKETT C D,4,6,12,7,,,,,14,43,
,,,,1599,JACKSON A E,21,8,4,1,4,,,,2,40,
,,,,1600,MAIORANO S M,14,6,4,,,,,,4,28,
,,,,1601,DAHLENBURG T,1,9,2,6,3,,,,8,29,
,,,,1602,JACKSON A E,7,9,5,4,6,,1,,3,35,
,,,,1603,CARRILLO‐SARR S,9,8,2,2,5,,,1,5,32,
,,,,1604,CARRILLO‐SARR S,10,4,4,6,,,,1,12,37,
,,,,1605,SIMMONS B,7,5,,2,1,,,1,10,26,
,,,,1606,HALL T T,16,2,,5,,,,,3,26,
,,,,1607,FELIX J,14,8,3,1,2,,,,1,29,
,,,,1608,HALL T T,7,4,2,2,,,,,7,22,
,,,,1609,FELIX J,15,6,,1,1,,,,3,26,
,,,,1610,FELIX J,11,4,2,2,3,,,,10,32,
,,,,4102,MARTIN‐TUNGPALA N K,2,3,3,2,10,,,,3,23,
,,,,4103,STEWART S,19,5,,2,,,,,5,31,
,,,,4104,NJOKU R,8,5,,2,7,,,,2,24,
,,COUNS,88,1628,FELIX J,1,,,,,,,,,1,
,,,,3273,TERUYA S,3,2,,,,,,,1,6,
,,COUNS,88,1629,FELIX J,2,,,,,,,,,2,
,,COUNS,90,1630,ROTHMAN V J,,,,,,,2,10,,12,
,,COUNS,90,1631,ROTHMAN V J,,,,,,,1,8,1,10,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 18 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Counseling,COUNS,COUNS,90,1632,ROTHMAN V J,,,,,,,4,26,1,31,
,,COUNS,90,1633,ROTHMAN V J,,,,,,,,8,,8,
CSIS,ACCTG,ACCTG,35,1048,VALDIVIA O,11,3,1,1,,,,,2,18,
,,,,1049,ZIMMERMAN W L,4,3,7,3,,,,,4,21,
,,,,1050,ZIMMERMAN W L,11,2,,,,,,,4,17,
,CIS,CIS,1,1368,RAHNI M,5,16,4,1,,,,,7,33,
,,,,1369,RAHNI M,3,16,5,3,2,,,1,5,35,
,,,,1370,SCOTT JACQUELINE D,5,6,4,3,10,,,,1,29,
,,,,1371,RAHNI M,10,16,2,2,1,,,,2,33,
,,,,1372,SCOTT JACQUELINE D,8,5,,7,,,1,,5,26,
,,,,1373,HURLEY D P,3,7,4,2,3,,,,3,22,
,,,,1374,ROTHAUPT B L,20,1,3,2,,,,,,26,
,,,,1375,ROTHAUPT B L,22,1,,2,,,,,,25,
,,,,1376,HURLEY D P,6,5,4,1,1,,,1,7,25,
,,,,1377,VALDIVIA O,7,7,,1,,,,,4,19,
,,,,1378,VALDIVIA O,6,3,1,3,,,,,6,19,
,,,,4079,SIMMONDS A R,10,5,2,6,,,,,6,29,
,,CIS,4,1379,SCOTT JACQUELINE D,2,6,4,4,7,,,,4,27,
,,,,1380,EL‐KHOURY N R,13,8,7,6,,,,,7,41,
,,,,1381,JERRY G S,19,9,3,1,,,,,4,36,
,,,,1382,RODRIGUEZ J E,12,8,2,4,,,,,5,31,
,,,,1383,EL‐KHOURY N R,18,5,6,2,3,,,,2,36,
,,,,1384,EL‐KHOURY N R,16,8,3,1,4,,,,7,39,
,,,,1385,ROTHAUPT B L,31,,,1,,,,,1,33,
,,,,1386,JERRY G S,27,3,1,,,,,1,4,36,
,,,,1387,CANADA S A,29,1,1,1,,,,,1,33,
,,,,1388,JERRY G S,16,3,1,2,,,,,7,29,
,,,,1389,JERRY G S,9,4,2,1,,,,,9,25,
,,,,1390,ROTHAUPT B L,22,1,2,1,4,,,,1,31,
,,,,1391,ROTHAUPT B L,15,5,1,2,,,,,1,24,
,,,,1392,ROTHAUPT B L,14,4,,3,,,,,2,23,
,,,,1393,GROSS D M,6,7,3,2,,,,,3,21,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 19 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
CSIS,CIS,CIS,4,1394,GROSS D M,14,2,1,2,,,,,2,21,
,,,,1395,GROSS D M,9,3,1,1,3,,,,2,19,
,,,,1396,CANADA S A,15,3,1,2,,,,,3,24,
,,,,4080,CANADA S A,30,1,1,1,,,,,2,35,
,,,,4081,SIMMONDS A R,21,5,2,1,5,,,,2,36,
,,CIS,9A,4082,KURTZ K A,5,,1,1,1,,,,,8,
,,CIS,9B,1397,DARWICHE J,3,1,,1,,,,,2,7,
,,CIS,27,1398,COPLEN J S,6,4,2,2,,,,,3,17,
,,CIS,30,1399,BOLANDHEMAT F,20,8,3,2,1,,,,6,40,
,,CIS,32,1400,ROTHAUPT B L,13,3,1,2,,,,,2,21,
,,CIS,34,1401,BOLANDHEMAT F,10,2,2,2,,,,,6,22,
,,CIS,35,1402,VALDIVIA O,1,,1,,,,,1,,3,
,,,,1403,ZIMMERMAN W L,,3,,1,,,,,2,6,
,,,,1404,ZIMMERMAN W L,,4,1,,,,,,2,7,
,,CIS,36P,1405,VALDIVIA O,12,2,1,3,,,,,9,27,
,,CIS,37A,1406,GROSS D M,15,3,1,1,,,,2,5,27,
,,CIS,37B,1407,GROSS D M,13,5,1,1,1,,,1,2,24,
,,CIS,50,1408,CLARK G B,8,2,2,3,,,,,2,17,
,,,,1409,BOLANDHEMAT F,7,4,3,1,3,,,1,6,25,
,,,,1410,BOLANDHEMAT F,9,1,4,4,,,,1,9,28,
,,CIS,51,1411,CLARK G B,10,2,1,4,,,,1,7,25,
,,,,1412,DARWICHE J,5,4,1,2,,,,,4,16,
,,CIS,54,1413,CHABAN M,16,5,2,,,,,,8,31,
,,CIS,57,4084,CHABAN M,13,4,,,,,,,3,20,
,,CIS,59A,1414,CLARK G B,10,3,2,6,,,,1,3,25,
,,,,1415,JERRY G S,14,2,2,,,,,,3,21,
,,CIS,60A,1416,VALDIVIA O,7,5,1,2,,,,,8,23,
,,,,1417,MICHELSON G S,13,2,1,,,,,,10,26,
,,,,4085,ST AMANT K,5,3,5,4,,,,,5,22,
,,CIS,60B,1418,VALDIVIA O,7,4,1,1,,,,1,4,18,
,,CIS,70,3327,ST AMANT K,9,3,1,3,,,,1,7,24,
,,CIS,88A,1419,BOLANDHEMAT F,1,,,,,,,,,1,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 20 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
CSIS,CS,CS,3,1634,MARCHAND K A,4,4,16,5,3,1,,,5,38,
,,,,1635,ROGLER H L,2,9,8,3,4,,,,7,33,
,,,,1636,ROGLER H L,5,9,9,2,4,,,,8,37,
,,,,1637,ROGLER H L,7,10,5,3,2,,,,7,34,
,,,,1638,HURLEY D P,13,7,9,4,,,,,11,44,
,,,,1639,ROGLER H L,5,9,6,2,3,,,,7,32,
,,,,1640,HURLEY D P,13,11,2,1,,,,,6,33,
,,,,1641,HURLEY D P,14,6,4,2,,,,,7,33,
,,,,1642,HURLEY D P,14,11,2,,1,,,,1,29,
,,,,4105,MARCHAND K A,23,12,8,,5,,,,6,54,
,,CS,9A,4106,KURTZ K A,8,4,4,1,1,,1,,4,23,
,,CS,9B,1643,DARWICHE J,11,,,,1,,,,2,14,
,,CS,15,1644,DARWICHE J,4,7,3,,3,,,,12,29,
,,,,1645,ROBERTSON SC E,9,7,5,,3,,,,13,37,
,,,,4108,ROBERTSON SC E,9,4,3,,3,,,,14,33,
,,CS,17,1646,STAHL H A,28,4,1,,3,,,,8,44,
,,CS,19,1647,DARWICHE J,5,6,2,,4,,,,10,27,
,,CS,20A,4109,STAHL H A,19,9,3,,2,,,,8,41,
,,CS,37,4110,OLSEN A B,10,,1,,1,,,,3,15,
,,CS,40,4111,MORGAN D B,17,14,2,,4,,,,6,43,
,,CS,42,4112,KURTZ K A,16,14,5,1,5,,,,9,50,
,,CS,50,1648,DEHKHODA A,23,11,6,,1,,,,7,48,
,,,,4113,DEHKHODA A,16,12,8,,4,,,,13,53,
,,,,4114,DEHKHODA A,13,13,5,,2,,,,8,41,
,,CS,52,1649,STAHL H A,22,4,3,,4,1,,,6,40,
,,,,4490,ROBERTSON SC E,26,9,3,,6,,,,6,50,
,,CS,53A,4115,DEHKHODA A,12,12,,,4,,,,10,38,
,,CS,53B,4116,DEHKHODA A,13,,,,,,,,5,18,
,,CS,55,1650,DEHKHODA A,15,23,1,,4,,,1,6,50,
,,,,4117,JUPE E,10,8,3,,1,,,,12,34,
,,CS,56,1651,DEHKHODA A,20,12,,,,,,,3,35,
,,CS,60,4118,ROGLER H L,10,8,4,4,1,1,,,2,30,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 21 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
CSIS,CS,CS,61,4119,ROGLER H L,9,2,2,1,4,,,,7,25,
,,CS,73,1652,HURLEY D P,12,6,3,1,1,,,,4,27,
,,CS,75,1653,MORGAN D B,10,2,1,,,,,,2,15,
,,CS,80,1654,GEDDES JR J K,20,4,,,8,,,,,32,
,,,,1655,GEDDES JR J K,22,2,,,4,,,,4,32,
,,,,1656,GEDDES JR J K,23,1,2,1,8,,,1,2,38,
,,CS,81,1657,GEDDES JR J K,27,2,2,2,2,,,,3,38,
,,CS,85,1658,GEDDES JR J K,21,5,2,,3,,,,7,38,
,,CS,87A,1659,DARWICHE J,16,2,5,1,1,,,,13,38,
,,CS,88A,1660,BOLANDHEMAT F,4,,,,1,,,,,5,
,,CS,88C,1662,BOLANDHEMAT F,1,,,,,,,,,1,
,OFTECH,OFTECH,1,2906,LEIVA C Y,8,5,4,1,4,,,,2,24,
,,OFTECH,1A,2907,GROSS D M,10,1,3,1,,,,,2,17,
,,,,2908,GROSS D M,15,1,2,,2,1,,,1,22,
,,,,2909,GROSS D M,7,5,1,,3,,,,,16,
,,,,4393,LEIVA C Y,12,1,,,3,,,,7,23,
,,OFTECH,1B,2910,GROSS D M,2,,,,,,,,2,4,
,,,,2911,GROSS D M,2,,,,,,,,2,4,
,,,,2912,GROSS D M,6,1,,,,,,,1,8,
,,,,4394,LEIVA C Y,1,2,,,,,,,1,4,
,,OFTECH,1C,2913,GROSS D M,3,1,,,1,,,,1,6,
,,,,2914,GROSS D M,3,1,,,,,,,,4,
,,,,2915,GROSS D M,,1,,,,,,,,1,
,,,,4395,LEIVA C Y,,,,,,,,,2,2,
,,OFTECH,5,2916,MANTABE P,8,10,3,3,2,,,,2,28,
,,OFTECH,9,2917,GROSS D M,3,1,,,,,,,,4,
,,,,2918,GROSS D M,3,,,,,,,,,3,
,,,,2919,GROSS D M,1,,,,,,,,,1,
,,,,4396,LEIVA C Y,2,,,,,,,,2,4,
,,OFTECH 10,,2920,SAMBRANO R,5,5,,1,3,,,,11,25,
,,OFTECH 20,,2921,MANTABE P,11,4,3,,,,,,6,24,
,,OFTECH 21,,2922,LEIVA C Y,10,1,1,2,1,,,,5,20,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 22 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
CSIS,OFTECH,OFTECH 23,,2923,WILLIAMSON TE D,9,6,2,1,1,,,1,8,28,
,,OFTECH 25,,2924,WILLIAMSON TE D,19,,,,,,,,1,20,
,,OFTECH 27,,4397,RODRIGUEZ B S,5,7,5,1,5,,,,3,26,
,,OFTECH 31,,4399,HANA B T,3,4,,,,,1,1,7,16,
Dance,DANCE,DANCE,2,1665,GONZALEZ G,41,2,,1,,,,,,44,
,,,,1666,DOUGLAS JUDITH G,38,34,11,1,3,,,,4,91,
,,,,1667,GONZALEZ G,40,2,1,,,,,,2,45,
,,DANCE,5,1668,DOUGLAS JUDITH G,51,34,10,3,2,,,,18,118,
,,,,1669,TOMASIC M T,10,9,9,2,4,,,,4,38,
,,,,1670,LEE J Y,2,6,9,2,15,,,2,10,46,
,,,,1671,LEE J Y,6,5,7,3,9,,,,6,36,
,,DANCE,10,1672,AYBAY OWENS S,19,2,,7,,1,1,,6,36,
,,,,1673,WOLIN‐TUPAS R L,11,6,1,,,,,,2,20,
,,DANCE,14,1674,JEAN C A,18,4,1,2,,,,,9,34,
,,DANCE,15,1675,JORDAN A N,10,3,3,1,2,,1,1,2,23,
,,DANCE,16,1676,LEITNER D,15,3,,3,,,,,4,25,
,,DANCE,17,1677,REICH S A,10,5,,,,,,,6,21,
,,DANCE,20,1678,GANDHI S N,11,3,2,1,3,,1,1,7,29,
,,,,1679,CANELLIAS L M,21,5,2,3,,,,,4,35,
,,DANCE,21,1680,CEBALLOS BE A,17,1,2,,,,,,1,21,
,,DANCE,22,1681,RAMIREZ R V,2,3,1,4,2,,,,6,18,
,,DANCE,23,1682,RAMIREZ R V,2,,1,,,,,,2,5,
,,DANCE,24,1683,ANDRADE A E,10,6,,,,,,,5,21,
,,DANCE,25,1684,JORDAN A N,12,6,4,4,3,,,,14,43,
,,DANCE,27,1685,YUDIN L K,12,,,,,,,1,4,17,
,,DANCE,27B,1686,YUDIN L K,9,,,,,,,,2,11,
,,DANCE,31,1687,RICHARDS C R,10,6,1,1,,,,1,1,20,
,,,,1688,PALLAIS K S,9,3,4,1,,,,,6,23,
,,,,1689,AYBAY OWENS S,9,7,,3,,,,,5,24,
,,,,1690,JEAN C A,11,3,1,2,2,,,,2,21,
,,,,4120,DOUGLAS JUDITH G,19,1,1,,,,,1,6,28,
,,,,4121,MOLNAR CY A,12,2,1,4,,,,1,8,28,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 23 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Dance,DANCE,DANCE,32,1691,RICHARDS C R,6,5,1,5,,,,,5,22,
,,,,1692,MOLNAR CY A,10,3,1,1,,,,1,4,20,
,,,,1693,PALLAIS K S,8,4,2,1,,,,2,5,22,
,,,,4122,MOLNAR CY A,5,1,4,2,8,,,,3,23,
,,DANCE,33,3328,TOMASIC M T,3,,,3,,,1,,5,12,
,,,,4496,RICHARDS C R,3,2,2,,,,,,,7,
,,DANCE,34,1694,TOMASIC M T,4,3,5,2,,,,,4,18,
