Santa Monica College - Grade Distribution Fall 2014,,,,,,,,,,,,,,,,,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
,,,,4242,KANIN J D,25,31,3,9,3,,1,,7,,79,
,,FILM,9,2341,FLOOD S W,13,10,2,1,3,,,,3,,32,
,,FILM,11,2342,POIRIER N P,55,7,3,,4,1,,,5,,75,
,,FILM,20,2343,BIRNBAUM M J,5,14,8,11,,,,,2,,40,
,,,,2344,MATTHEWS M N,10,9,7,2,,1,,,4,,33,
,,FILM,21,2345,MATTHEWS M N,1,4,8,2,,,,,2,,17,
,,,,2346,ROSENTHAL L,12,8,,,,,,,5,,25,
,,,,4243,NOLAND G K,2,6,2,3,3,,,,5,,21,
,,FILM,30,2347,DANIELS R,13,2,5,,,,,,5,,25,
,,FILM,31,2348,BARTESAGHI S,20,4,1,1,1,1,,,4,,32,
,,,,2349,BARTESAGHI S,25,5,2,,1,,,,1,,34,
,,FILM,32,2350,CARRASCO S,27,1,1,,,,,,1,,30,
,,FILM,32L,2351,CARRASCO S,27,1,1,,,,,,1,,30,
,,FILM,33,2352,CARRASCO S,23,,1,,,,,,2,,26,
,,FILM,33L,2353,CARRASCO S,22,,1,,,,,,2,,25,
,,FILM,40,2354,SMITH C W,7,7,10,4,1,,,,,,29,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 13 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Communicatio,FILM,FILM,40,2355,SMITH C W,8,9,3,1,1,,,,5,,27,
,,FILM,50,3385,PLATT H H,9,5,3,2,1,,,,7,,27,
,,FILM,90B,2356,BARTESAGHI S,,,,,,,,2,,,2,
,JOURN,JOURN,1,2546,STAMBLER L S,11,4,,,,,,,4,,19,
,,,,2547,OBSATZ S B,25,2,1,,,,,,3,,31,
,,,,2548,RUBIN S M,6,4,1,1,,,,,7,,19,
,,JOURN,4A,4289,GIGGANS J H,5,7,,1,1,,,,1,,15,
,,JOURN,8,2549,STAMBLER L S,11,6,2,,2,,,1,4,,26,
,,,,4290,STAMBLER L S,4,5,,2,2,,,,11,,24,
,,JOURN,15,4291,RUBIN S M,6,3,3,,6,,,,7,,25,
,,JOURN,16,2550,RUBIN S M,15,2,2,,4,,,,7,,30,
,,JOURN,17,2551,RUBIN S M,1,,1,,,,,,,,2,
,,,,2552,RUBIN S M,3,,,,,,,,,,3,
,,JOURN,21,2553,BURKHART G J,6,,,,1,,,,4,,11,
,,JOURN,22,2554,BURKHART G J,4,,,,,,,,3,,7,
,,JOURN,43,4292,ADELMAN A,6,8,1,,,,,,,,15,
,,JOURN,90B,2556,RUBIN S M,,,,,,,,1,,,1,
,MEDIA,MEDIA,1,2812,ROSENBERG V L,12,13,8,,,,,,3,,36,
,,,,2813,MOVIUS L,17,11,5,1,1,,,,4,,39,
,,,,2814,MOVIUS L,17,18,3,,,,,,1,,39,
,,,,2816,SAVAGE T L,10,20,6,2,1,,,,1,,40,
,,,,2817,MITCHELL S V,12,3,13,4,2,,,,7,,41,
,,,,2818,BREWER S L,13,7,5,2,,,,1,,,28,
,,,,2819,MUNOZ M E,14,11,5,4,1,,,,5,,40,
,,,,2820,BREWER S L,16,3,1,1,1,,,,6,,28,
,,,,2821,RAZ J G,26,7,3,3,2,,,,5,,46,
,,,,2822,DICKINSON L M,7,9,8,3,2,,,,5,,34,
,,,,2823,MUNOZ M E,15,8,8,3,2,,,,5,,41,
,,,,2824,CHARLES H E,15,12,2,1,5,,,,9,,44,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 14 of 97,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Communicatio,MEDIA,MEDIA,1,2825,RAZ J G,24,6,5,1,3,1,,,3,,43,
,,,,2826,BREWER S L,31,4,2,,,,,,,,37,
,,,,2827,BREWER S L,24,6,,,1,,,,3,,34,
,,,,2828,MOVIUS L,17,10,7,,2,,,1,3,,40,
,,,,3369,BREWINGTON R H,17,12,,,6,,,,5,,40,
,,,,3450,MOVIUS L,15,13,4,,,,,,2,,34,
,,,,4368,MATTHEWS M N,16,,5,1,1,,1,,2,,26,
,,,,4369,COLEMAN D,12,13,5,2,5,,,,4,,41,
,,,,4370,SIMMONS R D,5,9,8,6,,,,,5,,33,
,,,,4371,SIMMONS R D,9,13,8,3,,,,,6,,39,
,,MEDIA,2,2829,SCHOFIELD J E,11,6,3,3,3,,,,1,,27,
,,MEDIA,10,2830,GOUGIS M J,23,10,4,,1,,,,,,38,
,,,,2831,GOUGIS M J,16,9,3,2,2,,,,1,,33,
,,,,2832,MOVIUS L,18,8,4,,2,,,,1,,33,
,,,,2833,GOUGIS M J,23,7,4,,,1,,2,,,37,
,,,,2834,MOVIUS L,23,8,1,,,,,,,,32,
,,,,2835,HORWITZ J T,22,2,,,,,,,1,,25,
,,,,2836,SCHOFIELD J E,30,2,3,2,,,,,1,,38,
,,,,2837,DICKINSON L M,19,7,3,2,5,,1,1,4,,42,
,,,,2838,COLEMAN D,8,10,7,,3,,,1,,,29,
,,,,2839,KLEIN K R,14,5,7,2,4,,,,7,,39,
,,,,2840,SCHOFIELD J E,19,3,2,1,,,,,2,,27,
,,,,2841,BREWER S L,18,7,4,2,3,,,,,,34,
,,,,2842,CHARLES H E,28,10,1,1,1,,1,,2,,44,
,,,,2843,GOLDSTEIN MARTIN M,12,15,2,1,,,,1,2,,33,
,,,,2844,MUNOZ M E,17,8,2,1,2,,,,6,,36,
,,,,2845,MUNOZ M E,15,9,2,,2,,,,6,,34,
,,,,2846,PERNISCO N,11,7,6,2,2,,,,5,,33,
,,,,3374,MUNOZ M E,7,12,9,,2,,,,1,,31,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 15 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Communicatio,MEDIA,MEDIA,10,4372,OBSATZ S B,43,,,,1,,,,3,,47,
,,,,4374,GOLDSTEIN MARTIN M,15,8,5,,3,,,,1,,32,
,,,,4375,OBSATZ S B,32,6,1,,2,1,,1,3,,46,
,,,,4376,DICKINSON L M,7,15,6,2,1,,,,3,,34,
,,,,4377,GOLDSTEIN MARTIN M,14,17,7,3,,,,,1,,42,
,,MEDIA,11,2847,SAVAGE T L,14,6,6,,3,,,,2,,31,
,,,,2848,SHAW R D,10,10,3,,,2,,,5,,30,
,,MEDIA,12,2849,GIGGANS J H,7,7,9,1,3,,,,7,,34,
,,MEDIA,13,2850,BREWINGTON R H,7,11,1,1,3,1,,,6,,30,
,,,,4378,BREWINGTON R H,8,13,3,1,2,,,,4,,31,
,,MEDIA,14,4379,GIGGANS J H,5,3,5,1,1,,,,1,,16,
,,MEDIA,16,4380,CARLUCCI M A,20,2,,,,1,,,6,,29,
,,MEDIA,18,4381,ADELMAN A,3,10,2,,1,,,,3,,19,
,,MEDIA,20,2852,CAPTOR R,9,4,4,3,,,,,6,,26,
,,MEDIA,46,2853,FETZER G C,19,4,2,,,,,1,9,,35,
,,MEDIA,48,2854,SHAW R D,5,1,2,,1,,,,9,,18,
,,MEDIA,88A,2855,GRASS HEMMERT N L,1,,,,,,,,,,1,
,,MEDIA,88B,2856,GRASS HEMMERT N L,4,,,,,,,,,,4,
,PHOTO,PHOTO,13,3085,BURKHART G J,7,1,1,,3,,,,5,,17,
,,PHOTO,14,3086,BURKHART G J,5,1,1,1,1,,,,5,,14,
Computer Scie,ACCTG,ACCTG,35,1050,VALDIVIA O,8,4,2,2,1,,,,3,,20,
,,,,1051,ZIMMERMAN W L,3,5,2,1,2,,,,6,,19,
,,,,1052,ZIMMERMAN W L,7,5,,1,,,,,7,,20,
,CIS,CIS,1,1364,RAHNI M,4,15,3,1,1,,,,7,,31,
,,,,1365,RAHNI M,11,21,2,3,,,,,2,,39,
,,,,1366,SON L B,6,6,8,2,8,,,1,3,,34,
,,,,1367,SCOTT JACQUELINE D,5,10,7,3,8,,,,4,,37,
,,,,1368,PEREZ AGUILAR M,4,9,7,1,6,,,1,7,,35,
,,,,1369,SON L B,14,3,6,2,2,,,,7,,34,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 16 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Computer Scie,CIS,CIS,1,1370,HURLEY D P,5,6,3,2,2,,,,4,,22,
,,,,1371,HURLEY D P,3,4,8,2,1,,,,3,,21,
,,,,1372,ROTHAUPT B L,13,2,3,,,,,,,,18,
,,,,1373,ROTHAUPT B L,14,2,,,1,,,,1,,18,
,,,,1374,ROTHAUPT B L,14,2,1,1,3,,,,,,21,
,,,,1375,VALDIVIA O,7,7,4,,1,,,,3,,22,
,,,,4096,RAHNI M,3,14,2,6,,,,,5,,30,
,,CIS,4,1376,DELIA R M,8,8,3,1,5,,,,6,,31,
,,,,1377,SCOTT JACQUELINE D,3,5,4,,9,1,,,7,,29,
,,,,1378,EL-KHOURY N R,15,6,2,1,4,,,,3,,31,
,,,,1379,JERRY G S,22,2,4,1,1,,,,4,,34,
,,,,1380,EL-KHOURY N R,13,7,6,3,2,,,,3,,34,
,,,,1381,EL-KHOURY N R,6,8,3,1,15,,1,,7,,41,
,,,,1382,ROTHAUPT B L,31,2,,,,,,,1,,34,
,,,,1383,DRAKE M G,8,5,3,10,,,,,9,,35,
,,,,1384,RODRIGUEZ J E,8,1,2,2,9,,,,8,,30,
,,,,1385,JERRY G S,24,6,3,,,,,,2,,35,
,,,,1387,SCOTT JACQUELINE D,6,9,4,1,6,,,,6,,32,
,,,,1388,SON L B,15,4,1,2,3,,,,6,,31,
,,,,1389,CANADA S A,21,6,2,2,1,,,,2,,34,
,,,,1390,JERRY G S,18,2,2,,1,,,,6,,29,
,,,,1391,JERRY G S,11,3,1,1,,,,1,13,,30,
,,,,1392,ROTHAUPT B L,20,2,1,1,1,,,,2,,27,
,,,,1393,ROTHAUPT B L,17,1,3,,1,,,,1,,23,
,,,,1394,VALDIVIA O,6,4,2,1,1,,,,5,,19,
,,,,1395,CANADA S A,9,2,3,2,1,,,,7,,24,
,,,,1396,CANADA S A,2,4,2,,,,,,8,,16,
,,,,1397,PINTO M M,9,3,1,10,,,,,1,,24,
,,,,1398,CANADA S A,6,7,,,3,,,,6,,22,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 17 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Computer Scie,CIS,CIS,4,3453,JERRY G S,11,5,2,3,,,,1,6,,28,
,,,,4097,CANADA S A,14,7,2,3,4,,,,2,,32,
,,,,4098,SIMMONDS A R,11,7,4,,,,,,7,,29,
,,CIS,9A,1399,DARWICHE J,1,,,1,,,,,1,,3,
,,CIS,30,1400,BOLANDHEMAT F,5,7,3,,,,,1,4,,20,
,,,,1401,BOLANDHEMAT F,17,5,3,2,1,,,,3,,31,
,,CIS,32,1402,ROTHAUPT B L,11,3,2,,,,,1,1,,18,
,,CIS,35,1403,VALDIVIA O,4,1,1,,,,,1,,,7,
,,,,1404,ZIMMERMAN W L,,2,1,1,2,,,,4,,10,
,,,,1405,ZIMMERMAN W L,6,1,1,,,,,,2,,10,
,,CIS,37A,1406,GROSS D M,12,9,4,1,5,,,,1,,32,
,,CIS,40,1408,VALDIVIA O,10,4,1,3,,,,1,4,,23,
,,CIS,50,1409,CLARK G B,8,1,1,2,,,,,1,,13,
,,,,1410,BOLANDHEMAT F,5,,1,2,3,,,,6,,17,
,,,,1411,BOLANDHEMAT F,6,1,2,3,,,,,10,,22,
,,,,1412,VAUGHAN DANIEL H,11,3,3,1,,,,,10,,28,
,,CIS,51,1413,CLARK G B,11,,,,,,,,9,,20,
,,,,1414,DARWICHE J,8,1,,4,,,,1,1,,15,
,,,,1415,CLARK G B,7,5,,2,,,,,2,,16,
,,CIS,54,1416,CHABAN M,11,,3,1,2,,,1,5,,23,
,,CIS,55,1417,CHABAN M,6,1,3,1,,,,,1,,12,
,,CIS,59A,1419,ST AMANT K,6,6,3,1,2,,,,4,,22,
,,CIS,59B,1420,ST AMANT K,6,2,1,2,,2,,,4,,17,
,,CIS,60A,1421,MICHELSON G S,8,9,1,2,1,,,1,7,,29,
,,,,1422,MICHELSON G S,18,5,2,1,2,,,,5,,33,
,,CIS,64,1423,VALDIVIA O,9,2,2,,,,,,5,,18,
,,CIS,67,1424,ST AMANT K,3,8,2,3,9,,,,4,,29,
,,CIS,88A,1425,BOLANDHEMAT F,1,,,,,,,,,,1,
,CS,CS,3,1673,MARCHAND K A,12,8,6,3,7,,,,7,,43,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 18 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Computer Scie,CS,CS,3,1674,ROGLER H L,5,8,8,3,5,,1,,4,,34,
,,,,1675,ROGLER H L,4,7,9,6,6,,,,4,,36,
,,,,1676,ROGLER H L,5,12,6,4,6,,,,5,,38,
,,,,1677,HURLEY D P,14,13,9,3,,,,,9,,48,
,,,,1678,ROGLER H L,4,5,6,2,7,,,,6,,30,
,,,,1679,HURLEY D P,19,6,1,,1,,,,7,,34,
,,,,1680,HURLEY D P,18,7,1,2,,,,,3,,31,
,,,,1681,HURLEY D P,15,5,,2,1,,,,4,,27,
,,,,3452,MORGAN D B,11,4,7,10,,,1,,8,,41,
,,,,4128,KURTZ K A,12,14,9,4,4,,,,3,,46,
,,CS,8,1682,DARWICHE J,3,4,3,,1,,,,,,11,
,,CS,9A,1683,DARWICHE J,6,2,1,,,,,1,3,,13,
,,CS,15,1685,DARWICHE J,9,4,,,4,,,,12,,29,
,,,,1686,DARWICHE J,3,4,2,,1,,,,10,,20,
,,CS,17,1687,STAHL H A,15,4,2,2,4,,,,6,,33,
,,CS,19,1688,DARWICHE J,2,2,2,1,1,,,,13,,21,
,,CS,20A,4129,JUPE E,8,8,6,,1,,,,11,,34,
,,CS,20B,4130,JUPE E,12,6,2,,,,,,11,,31,
,,CS,30,1689,DARWICHE J,12,2,,2,1,,,,4,,21,
,,CS,32,4131,OLSEN A B,5,3,,,,,,,3,,11,
,,CS,41,4132,MORGAN D B,8,6,2,,2,,,,2,,20,
,,CS,42,4133,KURTZ K A,16,6,4,3,6,,,,7,,42,
,,CS,50,1690,DEHKHODA A,28,11,6,1,3,,,,7,,56,
,,,,4134,DEHKHODA A,20,17,6,1,1,,,,6,,51,
,,,,4135,DEHKHODA A,13,13,4,1,1,,,,11,,43,
,,CS,52,1691,STAHL H A,15,5,5,3,3,,,,5,,36,
,,,,1692,ROBERTSON SC E,13,4,2,,1,,,,14,,34,
,,,,4136,STAHL H A,14,8,1,10,,1,,,5,,39,
,,CS,53A,4137,DEHKHODA A,12,8,,,3,,,,3,,26,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 19 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Computer Scie,CS,CS,55,1693,DEHKHODA A,11,17,9,1,,,,1,6,,45,
,,,,4138,DEHKHODA A,15,14,3,4,,,,,7,,43,
,,CS,56,1694,DEHKHODA A,18,9,1,1,,,,,4,,33,
,,CS,60,4139,ROGLER H L,8,5,2,2,3,,,,6,,26,
,,CS,65,4140,ROGLER H L,9,1,1,1,4,,,,3,,19,
,,CS,73,1695,HURLEY D P,7,4,1,5,,,,1,8,,26,
,,CS,80,1696,GEDDES JR J K,25,3,1,1,,,,,2,,32,
,,,,1697,GEDDES JR J K,22,4,1,1,1,,,,2,,31,
,,,,1698,GEDDES JR J K,24,1,2,4,,,,,,,31,
,,CS,81,1699,GEDDES JR J K,21,5,1,3,,,,,5,,35,
,,CS,85,1701,GEDDES JR J K,21,1,3,1,2,,,,6,,34,
,,CS,86,4142,GEDDES JR J K,15,1,,,,,,,5,,21,
,,CS,88B,1703,BOLANDHEMAT F,1,,,,,,,,,,1,
,,CS,90A,1705,BOLANDHEMAT F,,,,,,,,1,,,1,
,OFTECH,OFTECH,1,3011,LEIVA C Y,7,5,2,4,,,,,7,,25,
,,OFTECH,1A,3012,GROSS D M,9,3,2,2,1,,,,1,,18,
,,,,3013,GROSS D M,9,3,1,,,,,,5,,18,
,,,,3014,RODRIGUEZ J E,15,,1,5,,,,,,,21,
,,OFTECH,1B,3015,LEIVA C Y,1,1,,,,,,,1,,3,
,,,,3016,GROSS D M,4,,,1,,,,,,,5,
,,,,3017,RODRIGUEZ J E,1,3,,1,,,,,,,5,
,,OFTECH,1C,3018,LEIVA C Y,1,,,,,,,,,,1,
,,,,3019,GROSS D M,2,,,,,,,,1,,3,
,,,,3020,RODRIGUEZ J E,1,,,,,,,,,,1,
,,OFTECH,5,3021,MANTABE P,6,5,6,2,4,,,,5,,28,
,,OFTECH,9,3022,LEIVA C Y,3,,1,2,,,,,1,,7,
,,,,3023,GROSS D M,,,1,,,,,,1,,2,
,,,,3024,RODRIGUEZ J E,3,,,,,,,,1,,4,
,,OFTECH 10,,3025,LEIVA C Y,9,7,3,1,3,,,1,4,,28,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 20 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Computer Scie,OFTECH,OFTECH 20,,3026,MANTABE P,12,8,4,1,2,,,,5,,32,
,,OFTECH 23,,3027,WILLIAMSON TE D,13,8,1,3,,,,,2,,27,
,,OFTECH 24,,3028,WILLIAMSON TE D,11,4,,1,1,,,,4,,21,
,,OFTECH 30,,3029,HANA B T,5,3,1,5,,,,2,8,,24,
Cosmetology,COSM,COSM,10A,1484,VAUGHN C L,9,7,5,2,,,,,10,,33,
,,,,1485,VAUGHN C L,12,7,3,2,4,,,,5,,33,
,,COSM,10B,1486,VAUGHN C L,10,2,3,1,1,,,,15,,32,
,,,,1487,VAUGHN C L,14,6,3,1,2,,,,10,,36,
,,COSM,11A,1488,LEDONNE H,12,,7,2,1,,,,9,,31,
,,,,1489,LEDONNE H,,7,7,3,2,,,,12,,31,
,,COSM,11B,1490,PERRET D M,5,8,3,4,3,,,,7,,30,
,,,,1491,PERRET D M,4,5,2,2,6,,,,14,,33,
,,COSM,11C,1492,ASSADI J,6,9,3,1,1,,,,11,,31,
,,,,1493,ASSADI J,4,4,5,4,5,,,,6,,28,
,,COSM,11D,1494,MOISAN A V,20,1,,3,,,,,5,,29,
,,,,1495,MOISAN A V,17,,,7,,,,,2,,26,
,,COSM,14A,1496,YOUNG C P,6,5,6,2,,,,,5,,24,
,,,,1497,YOUNG C P,5,5,1,1,4,,,,15,,31,
,,COSM,14B,1498,YOUNG C P,13,7,2,1,1,,,,4,,28,
,,,,1499,YOUNG C P,7,3,2,2,,,,,14,,28,
,,COSM,16,1500,MYERS A M,8,7,4,1,,,,,9,,29,
,,,,1501,MYERS A M,15,5,5,,,,,,4,,29,
,,COSM,18,1502,LIM J Y,12,7,2,,,,,,6,,27,
,,,,1503,LIM J Y,11,4,1,2,,,,,10,,28,
,,COSM,20,1504,IJAMES S V,16,6,3,2,,,,,1,,28,
,,,,1505,IJAMES S V,8,4,3,3,,,,,9,,27,
,,COSM,21A,1506,MOISAN A V,13,1,,,,,,,4,,18,
,,,,1507,MOISAN A V,12,1,,3,,,,,4,,20,
,,COSM,21B,1508,FIGUEROA I M,7,12,3,2,,,,,3,,27,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 21 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Cosmetology,COSM,COSM,21B,1509,FIGUEROA I M,13,4,,,,,,,4,,21,
,,COSM,21C,1510,PERRET D M,14,5,4,1,1,,,,2,,27,
,,,,1511,PERRET D M,9,4,,1,,,,,4,,18,
,,COSM,21D,1512,MOISAN A V,18,,,,,,,,1,,19,
,,,,1513,MOISAN A V,14,1,,,,,,,4,,19,
,,COSM,24,1514,YOUNG C P,10,6,6,1,1,,,,3,,27,
,,,,1515,WILLIAMS DONNIE,10,9,3,1,,,,,3,,26,
,,COSM,26,1516,FIGUEROA I M,10,11,2,1,,,,,5,,29,
,,,,1517,FIGUEROA I M,7,2,2,1,,,,,5,,17,
,,COSM,28A,1518,LEDONNE H,6,13,2,1,,,,,7,,29,
,,,,1519,LEDONNE H,1,11,6,1,1,,,,4,,24,
,,COSM,28B,1520,LIM J Y,19,7,4,,,,,,1,,31,
,,,,1521,LIM J Y,9,7,2,,,,,,5,,23,
,,COSM,30,1522,IJAMES S V,15,4,3,2,,,,,2,,26,
,,,,1523,IJAMES S V,12,3,,5,,,,,10,,30,
,,COSM,31A,1525,ROGERS JR J,13,1,,,,,,,3,,17,
,,COSM,31B,1526,PERRET D M,6,5,4,1,,,,,,,16,
,,,,1527,PERRET D M,4,5,2,2,1,,,,6,,20,
,,COSM,31C,1528,ASSADI J,6,4,2,1,,,,,1,,14,
,,,,1529,ASSADI J,9,13,,1,,,,,1,,24,
,,COSM,36,1531,FELIX F,20,2,1,1,,,,,2,,26,
,,COSM,38,1532,LIM J Y,16,4,4,,,,,,2,,26,
,,,,1533,LIM J Y,10,6,4,,,,,,6,,26,
,,COSM,40,1534,DICAMILLO N,11,1,1,3,,,,,3,,19,
,,,,1535,DICAMILLO N,6,3,2,7,,,,,8,,26,
,,COSM,41B,1537,ASSADI J,11,10,1,3,,,,,2,,27,
,,COSM,42,1538,ROGERS JR J,9,6,3,1,,,,,5,,24,
,,,,1539,ROGERS JR J,2,,,1,,,,,2,,5,
,,COSM,46,1540,NUNLEY R M,7,5,1,,,,,,2,,15,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 22 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Cosmetology,COSM,COSM,46,1541,NUNLEY R M,5,4,2,,,,,,2,,13,
,,COSM,48,1542,KEPLER J M,16,4,2,1,,,,,,,23,
,,,,1543,KEPLER J M,15,5,1,,,,,,5,,26,
,,COSM,48B,1544,LEDONNE H,5,10,2,,,,,,4,,21,
,,,,1545,LEDONNE H,6,18,3,,,,,,3,,30,
,,COSM,50A,1547,MOISAN A V,9,6,,8,,,,,2,,25,
,,COSM,50B,1548,CEBALLOS B A,8,4,4,,,,,,9,,25,
,,,,1549,CEBALLOS B A,5,7,3,2,,,,,1,,18,
,,COSM,50C,1550,DICAMILLO N,10,6,,1,,,,,,,17,
,,,,1551,DICAMILLO N,3,3,,4,,,,,1,,11,
,,COSM,64,1552,LEDONNE H,6,13,5,3,5,,,,4,,36,
,,,,1553,LEDONNE H,3,7,8,2,3,,,,15,,38,
,,COSM,88A,1554,ROGERS JR J,,,,,,,,2,,,2,
,,COSM,95A,1556,PERRET D M,,,,,,,2,48,7,,57,
,,COSM,95B,1557,PERRET D M,,,,,,,,37,4,,41,
,,COSM,95C,1558,CEBALLOS B A,,,,,,,,20,1,,21,
,,COSM,95D,1559,MYERS A M,,,,,,,,20,2,,22,
Counseling,COUNS,COUNS,1,1560,GONZALEZ B M,,,,,,,10,23,5,,38,
,,,,1561,GONZALEZ B M,,,,,,,10,24,14,,48,
,,COUNS,11,1562,NGUYEN A,,,,,,,7,24,7,,38,
,,,,1563,NGUYEN A,,,,,,,3,37,4,,44,
,,,,1564,HERNANDEZ MA,,,,,,,12,22,3,,37,
,,,,1565,OCAMPO A C,,,,,,,7,27,2,,36,
,,,,1566,HERRSCHAFT A C,,,,,,,5,29,3,,37,
,,,,1567,FINCH L A,,,,,,,4,26,3,,33,
,,,,1568,HERRSCHAFT A C,,,,,,,1,41,1,,43,
,,,,1569,WANG A C,,,,,,,3,27,1,,31,
,,,,1570,HERRSCHAFT A C,,,,,,,8,29,1,,38,
,,,,1571,THOMPSON C,,,,,,,6,32,2,,40,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 23 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Counseling,COUNS,COUNS,11,1572,NGOV S R,,,,,,,4,33,2,,39,
,,,,1573,WANG A C,,,,,,,2,35,1,,38,
,,COUNS,12,1574,BANKS D D,11,7,2,1,,,,,3,,24,
,,,,1575,MARSDEN A L,19,2,3,2,2,,,,12,,40,
,,,,1576,TORRES-GONZALEZ N,13,3,1,4,,,,,1,,22,
,,,,1577,GARCIA C J,19,3,4,,,,,,10,,36,
,,,,1579,MARSDEN A L,12,7,1,2,5,,,,2,,29,
,,,,1580,BANKS D D,13,3,3,1,4,,,,16,,40,
,,,,1581,NELLA M C,11,9,5,1,,,,,11,,37,
,,,,1582,COHN-SCHNEIDER R,23,6,3,1,,,,,1,,34,
,,,,1583,COHN-SCHNEIDER R,16,9,1,1,4,,,,2,,33,
,,,,1584,GAUSMAN J M,19,6,2,1,3,,,,2,,33,
,,,,1585,GAUSMAN J M,28,2,,1,,,,,13,,44,
,,,,3384,DAVY K L,30,10,,,,,,,,,40,
,,,,4114,MORRIS M R,5,4,4,7,,,,,15,,35,
,,,,4115,LAM J,17,3,1,1,4,,,1,8,,35,
,,,,4116,NINH K,17,3,1,,,,,,9,,30,
,,,,4117,NINH K,14,4,1,4,,,,,5,,28,
,,,,4509,DAVY K L,25,2,,,,,,,,,27,
,,COUNS,15,3465,DAVY K L,32,2,,,,,,2,1,,37,
,,,,4510,DAVY K L,27,1,1,,,,,,1,,30,
,,COUNS,16,1589,NELLA M C,10,5,1,1,,,,,6,,23,
,,COUNS,20,1590,GALINDO O A,10,10,5,7,,,,,2,,34,
,,,,1591,GALINDO O A,12,5,2,5,,,1,,13,,38,
,,,,1592,GALINDO O A,24,9,1,2,,,1,,8,,45,
,,,,1593,VALENTINE D,6,6,4,2,14,,,,1,,33,
,,,,1594,GONZALEZ B M,3,1,4,2,8,,,,1,,19,
,,,,1595,JIMENEZ P W,14,9,3,2,,,,,4,,32,
,,,,1596,JOHNSON GL,22,6,1,2,1,1,,,9,,42,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 24 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Counseling,COUNS,COUNS,20,1597,GALINDO O A,20,11,2,3,,,,,9,,45,
,,,,1598,FINCH L A,24,2,2,2,,,,,4,,34,
,,,,1599,PRADO R E,16,4,6,1,5,,,,7,,39,
,,,,1600,BACCUS C C,4,7,3,2,,,,,6,,22,
,,,,1601,LEWIS M L,10,4,5,4,9,,,,2,,34,
,,,,1602,LEWIS M L,2,7,6,2,11,,,,10,,38,
,,,,1603,HERNANDEZ Y O,26,5,4,2,,,,,7,,44,
,,,,1604,PRADO R E,6,6,7,3,2,,,,11,,35,
,,,,1605,VALLEJO O,12,9,6,1,,,,,8,,36,
,,,,1606,GONZALEZ B M,6,8,5,3,2,,,,6,,30,
,,,,1607,NUNEZ-MASON R E,15,3,1,2,3,,,,11,,35,
,,,,1608,CARRILLO-SARR S,13,6,2,5,,,,1,2,,29,
,,,,1609,BEDWORTH S M,11,9,9,3,3,,,,3,,38,
,,,,1610,TREJO A D,16,9,2,1,1,,,,6,,35,
,,,,1611,VALENTINE D,17,3,3,4,,,,,3,,30,
,,,,1612,COOPER D J,19,4,2,6,4,,,,1,,36,
,,,,1613,STEWART S,9,7,8,2,5,,,,2,,33,
,,,,1614,TREJO A D,15,4,6,4,6,,,,4,,39,
,,,,1615,PRADO R E,11,12,3,3,,,,,9,,38,
,,,,1616,AKINS RAVELING D,7,9,7,2,6,,,,4,,35,
,,,,1617,FINCH L A,33,2,3,2,2,,,,3,,45,
,,,,1618,TREJO A D,10,11,8,1,4,,,,5,,39,
,,,,1619,VALENTINE D,9,6,4,3,5,,,1,3,,31,
